time	V(n015)	V(n017)
2.508223214651910e-002	-1.064270e+001	-1.103495e-006
2.509428029648680e-002	-1.076343e+001	-1.103529e-006
2.510129292563573e-002	-1.082603e+001	-1.103546e-006
2.510534645065485e-002	-1.085355e+001	-1.103554e-006
2.511011952615668e-002	-1.087409e+001	-1.103559e-006
2.511497722776655e-002	-1.088685e+001	-1.103563e-006
2.511990243545593e-002	-1.089529e+001	-1.103565e-006
2.512634717557237e-002	-1.090288e+001	-1.103568e-006
2.513916886069527e-002	-1.091297e+001	-1.103570e-006
2.515527917298381e-002	-1.092094e+001	-1.103573e-006
2.518244079742936e-002	-1.092852e+001	-1.103575e-006
2.521134122679120e-002	-1.093301e+001	-1.103576e-006
2.522658821854667e-002	-1.093416e+001	-1.103576e-006
2.524551123753662e-002	-1.093461e+001	-1.103576e-006
2.526333123627624e-002	-1.093426e+001	-1.103576e-006
2.528669770760999e-002	-1.093224e+001	-1.103576e-006
2.532455178248002e-002	-1.092187e+001	-1.103573e-006
2.537337990748002e-002	-1.088822e+001	-1.103563e-006
2.538821229500197e-002	-1.085929e+001	-1.103555e-006
2.539569132065757e-002	-1.082808e+001	-1.103547e-006
2.540000507876190e-002	-1.079996e+001	-1.103539e-006
2.540426628825045e-002	-1.076472e+001	-1.103529e-006
2.540783725279879e-002	-1.073144e+001	-1.103520e-006
2.541173892807733e-002	-1.069263e+001	-1.103509e-006
2.541591062125014e-002	-1.064964e+001	-1.103497e-006
2.542098105435687e-002	-1.059606e+001	-1.103482e-006
2.542761255639995e-002	-1.052422e+001	-1.103462e-006
2.543853989048002e-002	-1.040211e+001	-1.103428e-006
2.545784305418846e-002	-1.017759e+001	-1.103366e-006
2.549644938160534e-002	-9.713773e+000	-1.103238e-006
2.554527750660534e-002	-9.130830e+000	-1.103077e-006
2.559410563160534e-002	-8.591578e+000	-1.102930e-006
2.564293375660534e-002	-8.142728e+000	-1.102809e-006
2.569176188160534e-002	-7.800169e+000	-1.102717e-006
2.571267091069228e-002	-7.697405e+000	-1.102690e-006
2.572824331478075e-002	-7.648083e+000	-1.102677e-006
2.574477692238041e-002	-7.616950e+000	-1.102669e-006
2.576305808979670e-002	-7.607027e+000	-1.102666e-006
2.578625352761501e-002	-7.634446e+000	-1.102673e-006
2.582383581351844e-002	-7.761651e+000	-1.102707e-006
2.587266393851844e-002	-8.046992e+000	-1.102783e-006
2.592149206351844e-002	-8.446207e+000	-1.102891e-006
2.597032018851844e-002	-8.927421e+000	-1.103022e-006
2.601914831351844e-002	-9.441614e+000	-1.103163e-006
2.606797643851844e-002	-9.936489e+000	-1.103299e-006
2.611680456351844e-002	-1.036132e+001	-1.103417e-006
2.616563268851845e-002	-1.069511e+001	-1.103510e-006
2.618436700087902e-002	-1.078733e+001	-1.103535e-006
2.619494068320331e-002	-1.082106e+001	-1.103545e-006
2.620590611990887e-002	-1.084320e+001	-1.103551e-006
2.621376196129482e-002	-1.085269e+001	-1.103554e-006
2.622298993796002e-002	-1.085874e+001	-1.103555e-006
2.623166625708651e-002	-1.086100e+001	-1.103556e-006
2.624494962722038e-002	-1.085894e+001	-1.103555e-006
2.626083464108009e-002	-1.084952e+001	-1.103553e-006
2.626925101558236e-002	-1.083998e+001	-1.103550e-006
2.627590697356740e-002	-1.082836e+001	-1.103547e-006
2.628204112377063e-002	-1.081394e+001	-1.103543e-006
2.628819532738133e-002	-1.079559e+001	-1.103538e-006
2.629405169639852e-002	-1.077425e+001	-1.103532e-006
2.630115236823777e-002	-1.074374e+001	-1.103523e-006
2.630856370051115e-002	-1.070719e+001	-1.103513e-006
2.631742294406767e-002	-1.065804e+001	-1.103499e-006
2.632569618893215e-002	-1.060665e+001	-1.103485e-006
2.633857886926610e-002	-1.051608e+001	-1.103460e-006
2.635771016481727e-002	-1.035857e+001	-1.103416e-006
2.639597275591963e-002	-9.982771e+000	-1.103312e-006
2.644480088091963e-002	-9.424973e+000	-1.103158e-006
2.649362900591963e-002	-8.810150e+000	-1.102990e-006
2.654245713091963e-002	-8.182960e+000	-1.102820e-006
2.659128525591963e-002	-7.595572e+000	-1.102663e-006
2.664011338091963e-002	-7.096254e+000	-1.102532e-006
2.668894150591963e-002	-6.703072e+000	-1.102429e-006
2.671161851245776e-002	-6.568305e+000	-1.102394e-006
2.672693345027894e-002	-6.505068e+000	-1.102378e-006
2.674593847859306e-002	-6.452112e+000	-1.102364e-006
2.676349013078103e-002	-6.427325e+000	-1.102358e-006
2.678695608426037e-002	-6.435744e+000	-1.102360e-006
2.682496817527306e-002	-6.533066e+000	-1.102385e-006
2.687379630027306e-002	-6.778506e+000	-1.102449e-006
2.692262442527306e-002	-7.137648e+000	-1.102542e-006
2.697145255027306e-002	-7.578036e+000	-1.102659e-006
2.702028067527306e-002	-8.050530e+000	-1.102784e-006
2.706910880027306e-002	-8.502825e+000	-1.102906e-006
2.711793692527306e-002	-8.884318e+000	-1.103010e-006
2.716676505027306e-002	-9.160917e+000	-1.103085e-006
2.720321549662570e-002	-9.285878e+000	-1.103119e-006
2.721998126432865e-002	-9.309532e+000	-1.103126e-006
2.723718824229661e-002	-9.304691e+000	-1.103125e-006
2.726022941599184e-002	-9.264628e+000	-1.103114e-006
2.728165232325068e-002	-9.189103e+000	-1.103093e-006
2.731640922277506e-002	-8.987137e+000	-1.103038e-006
2.736523734777506e-002	-8.581167e+000	-1.102928e-006
2.741406547277506e-002	-8.054900e+000	-1.102786e-006
2.746289359777506e-002	-7.435891e+000	-1.102621e-006
2.751172172277507e-002	-6.772274e+000	-1.102448e-006
2.756054984777507e-002	-6.116190e+000	-1.102279e-006
2.760937797277507e-002	-5.518934e+000	-1.102129e-006
2.765820609777507e-002	-5.020587e+000	-1.102005e-006
2.769987557332911e-002	-4.686816e+000	-1.101924e-006
2.771748178441591e-002	-4.581607e+000	-1.101898e-006
2.773417452349265e-002	-4.509444e+000	-1.101881e-006
2.775224658196623e-002	-4.453930e+000	-1.101867e-006
2.776865810417036e-002	-4.426899e+000	-1.101861e-006
2.779535450233367e-002	-4.432897e+000	-1.101862e-006
2.783846743973810e-002	-4.540901e+000	-1.101888e-006
2.788729556473810e-002	-4.784815e+000	-1.101947e-006
2.793612368973810e-002	-5.136850e+000	-1.102034e-006
2.798495181473810e-002	-5.557639e+000	-1.102138e-006
2.803377993973810e-002	-5.996695e+000	-1.102248e-006
2.808260806473810e-002	-6.401697e+000	-1.102352e-006
2.813143618973810e-002	-6.723380e+000	-1.102434e-006
2.818026431473810e-002	-6.937458e+000	-1.102490e-006
2.820836317169770e-002	-6.999269e+000	-1.102506e-006
2.822384888101155e-002	-7.003841e+000	-1.102507e-006
2.824187710158831e-002	-6.982299e+000	-1.102502e-006
2.826197865371870e-002	-6.929882e+000	-1.102488e-006
2.828449796004526e-002	-6.830830e+000	-1.102462e-006
2.832100433200010e-002	-6.587749e+000	-1.102399e-006
2.836983245700010e-002	-6.140166e+000	-1.102285e-006
2.841866058200010e-002	-5.574478e+000	-1.102143e-006
2.846748870700010e-002	-4.920852e+000	-1.101981e-006
2.851631683200010e-002	-4.228005e+000	-1.101814e-006
2.856514495700011e-002	-3.548214e+000	-1.101654e-006
2.861397308200011e-002	-2.932439e+000	-1.101512e-006
2.866339359839578e-002	-2.383407e+000	-1.101388e-006
2.867610838688325e-002	-2.272681e+000	-1.101364e-006
2.867958805499266e-002	-2.244092e+000	-1.101357e-006
2.868256339597469e-002	-2.220302e+000	-1.101352e-006
2.868529712948315e-002	-2.198887e+000	-1.101347e-006
2.868674893747378e-002	-2.187792e+000	-1.101345e-006
2.868753369642634e-002	-2.181843e+000	-1.101343e-006
2.868806397140640e-002	-2.177847e+000	-1.101342e-006
2.868850532356268e-002	-2.174537e+000	-1.101342e-006
2.868896539489309e-002	-2.171103e+000	-1.101341e-006
2.868943380318522e-002	-2.167619e+000	-1.101340e-006
2.868977344620943e-002	-2.165102e+000	-1.101340e-006
2.869113945359343e-002	-2.155067e+000	-1.101337e-006
2.869384383981435e-002	-2.135704e+000	-1.101333e-006
2.869654822603527e-002	-2.116830e+000	-1.101329e-006
2.869925261225619e-002	-2.098443e+000	-1.101325e-006
2.870195699847711e-002	-2.080545e+000	-1.101321e-006
2.870466138469803e-002	-2.063135e+000	-1.101317e-006
2.870736577091895e-002	-2.046213e+000	-1.101314e-006
2.871007015713986e-002	-2.029779e+000	-1.101310e-006
2.871472773341533e-002	-2.002290e+000	-1.101304e-006
2.871646519556305e-002	-1.992483e+000	-1.101302e-006
2.871792575236686e-002	-1.984459e+000	-1.101300e-006
2.871848041195938e-002	-1.981454e+000	-1.101299e-006
2.871899543003871e-002	-1.978690e+000	-1.101299e-006
2.871924199817944e-002	-1.977374e+000	-1.101298e-006
2.871949905495073e-002	-1.976008e+000	-1.101298e-006
2.871979567993860e-002	-1.974437e+000	-1.101298e-006
2.872010805883625e-002	-1.972789e+000	-1.101297e-006
2.872032425109243e-002	-1.971653e+000	-1.101297e-006
2.872059132714951e-002	-1.970255e+000	-1.101297e-006
2.872095851694931e-002	-1.968343e+000	-1.101297e-006
2.872169289654892e-002	-1.964558e+000	-1.101296e-006
2.872316165574814e-002	-1.957098e+000	-1.101294e-006
2.872476730539899e-002	-1.949103e+000	-1.101292e-006
2.872984838060484e-002	-1.925388e+000	-1.101287e-006
2.873662314754597e-002	-1.897477e+000	-1.101281e-006
2.875017268142824e-002	-1.849222e+000	-1.101271e-006
2.875686401695802e-002	-1.829165e+000	-1.101266e-006
2.876044894222407e-002	-1.820127e+000	-1.101264e-006
2.876980450278454e-002	-1.801405e+000	-1.101260e-006
2.877916006334502e-002	-1.789703e+000	-1.101258e-006
2.878851562390549e-002	-1.785020e+000	-1.101256e-006
2.879787118446596e-002	-1.787356e+000	-1.101257e-006
2.880722674502644e-002	-1.796711e+000	-1.101259e-006
2.881658230558691e-002	-1.813085e+000	-1.101263e-006
2.882593786614739e-002	-1.836479e+000	-1.101268e-006
2.886502769960221e-002	-1.987787e+000	-1.101301e-006
2.890865210776528e-002	-2.236495e+000	-1.101356e-006
2.894325694588649e-002	-2.488750e+000	-1.101412e-006
2.897568520941979e-002	-2.758658e+000	-1.101473e-006
2.902451333441979e-002	-3.180300e+000	-1.101569e-006
2.907334145941979e-002	-3.575027e+000	-1.101660e-006
2.912216958441979e-002	-3.895987e+000	-1.101735e-006
2.917099770941979e-002	-4.112000e+000	-1.101786e-006
2.920484332276664e-002	-4.187034e+000	-1.101804e-006
2.922120236266849e-002	-4.191065e+000	-1.101805e-006
2.923866540021853e-002	-4.167086e+000	-1.101799e-006
2.926078112068137e-002	-4.104978e+000	-1.101784e-006
2.928254991917567e-002	-4.005152e+000	-1.101761e-006
2.931785936117692e-002	-3.763309e+000	-1.101704e-006
2.936668748617692e-002	-3.307393e+000	-1.101598e-006
2.941551561117693e-002	-2.735059e+000	-1.101468e-006
2.945875523128744e-002	-2.149447e+000	-1.101337e-006
2.955374824433176e-002	-7.800782e-001	-1.101043e-006
2.960257636933176e-002	-1.315843e-001	-1.100909e-006
2.965140449433176e-002	4.184748e-001	-1.100797e-006
2.969837462049110e-002	8.425829e-001	-1.100712e-006
2.971636122533711e-002	9.669326e-001	-1.100688e-006
2.973282794153154e-002	1.052848e+000	-1.100671e-006
2.974791893028311e-002	1.113392e+000	-1.100659e-006
2.976422646768981e-002	1.157224e+000	-1.100651e-006
2.978815332208568e-002	1.180522e+000	-1.100646e-006
2.982689681304703e-002	1.132350e+000	-1.100656e-006
2.987572493804703e-002	9.495481e-001	-1.100691e-006
2.992455306304703e-002	6.521055e-001	-1.100750e-006
2.997338118804703e-002	2.743568e-001	-1.100826e-006
3.001151735776469e-002	-4.825840e-002	-1.100891e-006
3.004988906545462e-002	-3.691952e-001	-1.100957e-006
3.008872229728094e-002	-6.579864e-001	-1.101017e-006
3.013755042228094e-002	-9.365777e-001	-1.101075e-006
3.018637854728094e-002	-1.111751e+000	-1.101112e-006
3.021066009099631e-002	-1.146882e+000	-1.101119e-006
3.022573998145009e-002	-1.140876e+000	-1.101118e-006
3.024444606255541e-002	-1.107419e+000	-1.101111e-006
3.026293499615572e-002	-1.048664e+000	-1.101099e-006
3.028605334968710e-002	-9.339175e-001	-1.101074e-006
3.032351309124402e-002	-6.644183e-001	-1.101018e-006
3.037234121624402e-002	-1.914854e-001	-1.100921e-006
3.042116934124402e-002	3.973063e-001	-1.100802e-006
3.046999746624402e-002	1.070354e+000	-1.100669e-006
3.051882559124402e-002	1.780033e+000	-1.100532e-006
3.055945163407136e-002	2.360667e+000	-1.100422e-006
3.060371692016249e-002	2.941409e+000	-1.100315e-006
3.065254504516249e-002	3.483236e+000	-1.100217e-006
3.070137317016249e-002	3.915787e+000	-1.100139e-006
3.071860152520515e-002	4.031097e+000	-1.100119e-006
3.073552295286167e-002	4.113100e+000	-1.100105e-006
3.075655530019032e-002	4.186200e+000	-1.100092e-006
3.077567295230172e-002	4.221542e+000	-1.100086e-006
3.080673388040396e-002	4.212169e+000	-1.100087e-006
3.085556200540397e-002	4.077856e+000	-1.100111e-006
3.090439013040397e-002	3.821151e+000	-1.100156e-006
3.095321825540397e-002	3.464073e+000	-1.100220e-006
3.100204638040397e-002	3.053352e+000	-1.100294e-006
3.105087450540397e-002	2.635365e+000	-1.100371e-006
3.108335614585227e-002	2.377776e+000	-1.100418e-006
3.111250273386950e-002	2.178822e+000	-1.100456e-006
3.114104940500678e-002	2.027777e+000	-1.100484e-006
3.118157844826335e-002	1.888372e+000	-1.100510e-006
3.121369140463765e-002	1.838197e+000	-1.100520e-006
3.122951285621774e-002	1.841910e+000	-1.100519e-006
3.124505997869264e-002	1.868489e+000	-1.100514e-006
3.126316338724989e-002	1.923611e+000	-1.100504e-006
3.128642476105285e-002	2.034446e+000	-1.100483e-006
3.132411184380654e-002	2.297653e+000	-1.100433e-006
3.137293996880654e-002	2.758126e+000	-1.100348e-006
3.141883834388617e-002	3.298045e+000	-1.100250e-006
3.146766646888617e-002	3.956025e+000	-1.100133e-006
3.151649459388617e-002	4.649449e+000	-1.100012e-006
3.156532271888617e-002	5.327539e+000	-1.099897e-006
3.161415084388616e-002	5.939329e+000	-1.099794e-006
3.166297896888616e-002	6.448020e+000	-1.099711e-006
3.170174661925570e-002	6.765300e+000	-1.099659e-006
3.171888100740172e-002	6.870626e+000	-1.099642e-006
3.173585994567629e-002	6.946323e+000	-1.099630e-006
3.175697138351789e-002	7.011299e+000	-1.099620e-006
3.177635023240079e-002	7.039005e+000	-1.099615e-006
3.180783103701582e-002	7.015707e+000	-1.099619e-006
3.185665916201581e-002	6.859262e+000	-1.099644e-006
3.190548728701581e-002	6.580153e+000	-1.099689e-006
3.195431541201581e-002	6.200984e+000	-1.099751e-006
3.205197166201580e-002	5.334892e+000	-1.099895e-006
3.210079978701580e-002	4.951445e+000	-1.099960e-006
3.214962791201580e-002	4.665225e+000	-1.100009e-006
3.219845603701579e-002	4.487698e+000	-1.100039e-006
3.221642196392272e-002	4.460539e+000	-1.100044e-006
3.223290085731046e-002	4.463834e+000	-1.100044e-006
3.224791047486734e-002	4.484776e+000	-1.100040e-006
3.226422332451243e-002	4.528954e+000	-1.100032e-006
3.228814821187465e-002	4.634402e+000	-1.100014e-006
3.232688858380243e-002	4.890326e+000	-1.099970e-006
3.237571670880243e-002	5.333817e+000	-1.099895e-006
3.242454483380242e-002	5.890553e+000	-1.099802e-006
3.247337295880242e-002	6.527035e+000	-1.099698e-006
3.252220108380242e-002	7.193862e+000	-1.099591e-006
3.257102920880241e-002	7.852938e+000	-1.099297e-006
3.258513943721124e-002	8.035926e+000	-1.098907e-006
3.258759941288849e-002	8.066267e+000	-1.098038e-006
3.258869386579708e-002	8.079698e+000	-1.097060e-006
3.258959629664233e-002	8.090750e+000	-1.095650e-006
3.259016345496738e-002	8.097687e+000	-1.094072e-006
3.259063827770098e-002	8.103495e+000	-1.091493e-006
3.259114971117721e-002	8.109761e+000	-1.086254e-006
3.259164364011485e-002	8.115831e+000	-1.078051e-006
3.259241139733669e-002	8.125299e+000	-1.057849e-006
3.260370733856120e-002	8.259616e+000	-6.918532e-007
3.261407455456267e-002	8.376670e+000	1.045329e-001
3.262812683578965e-002	8.529902e+000	6.785414e-001
3.263015223734390e-002	8.551246e+000	1.012146e+000
3.263207905827989e-002	8.571062e+000	1.556037e+000
3.263358458328510e-002	8.586414e+000	2.009074e+000
3.263521013739733e-002	8.602809e+000	2.508382e+000
3.263846124562179e-002	8.635007e+000	3.517871e+000
3.264496346207071e-002	8.697103e+000	5.552179e+000
3.265796789496856e-002	8.815554e+000	9.193683e+000
3.266292295536062e-002	8.858244e+000	9.942199e+000
3.266370499551641e-002	8.864711e+000	9.961853e+000
3.266839723645115e-002	8.902711e+000	9.957309e+000
3.268174089173134e-002	9.002235e+000	9.957355e+000
3.269739328701742e-002	9.102401e+000	9.957453e+000
3.271885879137132e-002	9.215936e+000	9.957606e+000
3.273593258194175e-002	9.282808e+000	9.957658e+000
3.275706106335891e-002	9.334579e+000	9.957662e+000
3.277649620500247e-002	9.349979e+000	9.957677e+000
3.280806746579015e-002	9.306202e+000	9.957692e+000
3.285689559079015e-002	9.117728e+000	9.957591e+000
3.290572371579015e-002	8.806176e+000	9.957368e+000
3.295455184079014e-002	8.394248e+000	9.957188e+000
3.305220809079014e-002	7.461825e+000	9.956846e+000
3.310103621579014e-002	7.044811e+000	9.956672e+000
3.314986434079013e-002	6.724724e+000	9.956511e+000
3.319869246579013e-002	6.512999e+000	9.956371e+000
3.321659837408650e-002	6.473289e+000	9.956367e+000
3.323311268367162e-002	6.464920e+000	9.956404e+000
3.324833945006683e-002	6.475336e+000	9.956424e+000
3.326438278543140e-002	6.507342e+000	9.956446e+000
3.328840746071608e-002	6.596067e+000	9.956511e+000
3.332730603505481e-002	6.824939e+000	9.956580e+000
3.337613416005480e-002	7.232835e+000	9.956697e+000
3.342496228505480e-002	7.753395e+000	9.956930e+000
3.347379041005480e-002	8.352880e+000	9.957200e+000
3.352261853505480e-002	8.981846e+000	9.957449e+000
3.357144666005479e-002	9.587914e+000	9.957696e+000
3.362027478505479e-002	1.012064e+001	9.957893e+000
3.366910291005479e-002	1.055318e+001	9.958020e+000
3.369708147917028e-002	1.074194e+001	9.958087e+000
3.371235956161987e-002	1.081751e+001	9.958112e+000
3.372070936448102e-002	1.084717e+001	9.958129e+000
3.372862707170111e-002	1.086613e+001	9.958138e+000
3.373719096838762e-002	1.087928e+001	9.958142e+000
3.374541478707786e-002	1.088695e+001	9.958146e+000
3.375416952368068e-002	1.089155e+001	9.958148e+000
3.376307012230225e-002	1.089342e+001	9.958151e+000
3.377533584927310e-002	1.089189e+001	9.958147e+000
3.379220585950693e-002	1.088387e+001	9.958141e+000
3.380033153907067e-002	1.087649e+001	9.958144e+000
3.380689332643046e-002	1.086718e+001	9.958138e+000
3.381339764695000e-002	1.085444e+001	9.958134e+000
3.381993464192869e-002	1.083763e+001	9.958126e+000
3.382581836446059e-002	1.081847e+001	9.958118e+000
3.383246808304639e-002	1.079219e+001	9.958110e+000
3.383951927287946e-002	1.075976e+001	9.958095e+000
3.384743789787845e-002	1.071859e+001	9.958079e+000
3.385579360899824e-002	1.067028e+001	9.958057e+000
3.386692344816582e-002	1.059848e+001	9.958036e+000
3.388378002646235e-002	1.047394e+001	9.958000e+000
3.391749318305542e-002	1.018343e+001	9.957896e+000
3.396632130805542e-002	9.704836e+000	9.957688e+000
3.401514943305541e-002	9.192529e+000	9.957468e+000
3.406397755805541e-002	8.690866e+000	9.957258e+000
3.411280568305541e-002	8.250863e+000	9.957076e+000
3.416163380805540e-002	7.910341e+000	9.956934e+000
3.420122156977778e-002	7.720615e+000	9.956850e+000
3.421848809944829e-002	7.672444e+000	9.956831e+000
3.423538623550081e-002	7.653456e+000	9.956826e+000
3.425638648762235e-002	7.658113e+000	9.956830e+000
3.427539815933035e-002	7.692667e+000	9.956846e+000
3.430628864749073e-002	7.814008e+000	9.956894e+000
3.435511677249073e-002	8.123166e+000	9.957012e+000
3.440394489749073e-002	8.552257e+000	9.957186e+000
3.445277302249072e-002	9.079225e+000	9.957411e+000
3.450160114749072e-002	9.657358e+000	9.957654e+000
3.455042927249072e-002	1.023481e+001	9.957890e+000
3.459925739749072e-002	1.076694e+001	9.958102e+000
3.461323178307645e-002	1.088036e+001	9.958144e+000
3.462087672533456e-002	1.091133e+001	9.958158e+000
3.462864050521011e-002	1.092422e+001	9.958164e+000
3.463662472450407e-002	1.093249e+001	9.958168e+000
3.464389808673772e-002	1.093778e+001	9.958176e+000
3.465844481120502e-002	1.094495e+001	9.958183e+000
3.467619669222477e-002	1.095047e+001	9.958183e+000
3.471170045426426e-002	1.095675e+001	9.958180e+000
3.472703546234163e-002	1.095823e+001	9.958183e+000
3.474606471477314e-002	1.095890e+001	9.958187e+000
3.476353707546101e-002	1.095880e+001	9.958188e+000
3.478703241889075e-002	1.095727e+001	9.958185e+000
3.482509118250320e-002	1.094937e+001	9.958179e+000
3.487391930750320e-002	1.092543e+001	9.958166e+000
3.488993055179970e-002	1.090558e+001	9.958156e+000
3.489907669821213e-002	1.088231e+001	9.958150e+000
3.490375759832570e-002	1.086216e+001	9.958139e+000
3.490825940821490e-002	1.083429e+001	9.958128e+000
3.491257446367344e-002	1.080088e+001	9.958113e+000
3.491600837910310e-002	1.077022e+001	9.958100e+000
3.491974581245376e-002	1.073411e+001	9.958087e+000
3.492391890696288e-002	1.069204e+001	9.958069e+000
3.492937561179129e-002	1.063546e+001	9.958048e+000
3.493581703554911e-002	1.056693e+001	9.958019e+000
3.494854492885568e-002	1.042763e+001	9.957964e+000
3.496512504572336e-002	1.024010e+001	9.957885e+000
3.499828527945872e-002	9.855464e+000	9.957726e+000
3.504711340445871e-002	9.296329e+000	9.957495e+000
3.509594152945871e-002	8.783063e+000	9.957281e+000
3.514476965445871e-002	8.361802e+000	9.957107e+000
3.519359777945871e-002	8.046995e+000	9.956976e+000
3.521335492793659e-002	7.961034e+000	9.956941e+000
3.522909432954815e-002	7.919665e+000	9.956923e+000
3.524496663540389e-002	7.897839e+000	9.956914e+000
3.526312866449227e-002	7.897016e+000	9.956914e+000
3.528636829572489e-002	7.935746e+000	9.956930e+000
3.532402082393902e-002	8.081373e+000	9.956990e+000
3.537284894893902e-002	8.390273e+000	9.957117e+000
3.542167707393901e-002	8.812919e+000	9.957293e+000
3.547050519893901e-002	9.317326e+000	9.957501e+000
3.551933332393901e-002	9.854446e+000	9.957724e+000
3.556816144893901e-002	1.037930e+001	9.957940e+000
3.559976885990843e-002	1.069202e+001	9.958069e+000
3.561553084183714e-002	1.082781e+001	9.958126e+000
3.562279600606898e-002	1.087558e+001	9.958144e+000
3.562758451721140e-002	1.089513e+001	9.958153e+000
3.563280117213061e-002	1.090749e+001	9.958158e+000
3.563823430957602e-002	1.091614e+001	9.958162e+000
3.564397519188929e-002	1.092266e+001	9.958165e+000
3.565328057933937e-002	1.093002e+001	9.958167e+000
3.566855943878958e-002	1.093803e+001	9.958171e+000
3.568924962263524e-002	1.094430e+001	9.958173e+000
3.572389693336509e-002	1.094951e+001	9.958176e+000
3.574217902097713e-002	1.095036e+001	9.958177e+000
3.576209110951286e-002	1.094942e+001	9.958177e+000
3.578468087198251e-002	1.094555e+001	9.958175e+000
3.582129946738057e-002	1.093221e+001	9.958168e+000
3.583827945837340e-002	1.091969e+001	9.958163e+000
3.584903275355444e-002	1.090505e+001	9.958157e+000
3.585591735235827e-002	1.088978e+001	9.958151e+000
3.586085947011360e-002	1.087330e+001	9.958144e+000
3.586507154325629e-002	1.085370e+001	9.958136e+000
3.586922949042573e-002	1.082845e+001	9.958125e+000
3.587373885898613e-002	1.079520e+001	9.958112e+000
3.587799436139696e-002	1.075953e+001	9.958097e+000
3.588271235782396e-002	1.071684e+001	9.958079e+000
3.588722205831684e-002	1.067409e+001	9.958062e+000
3.589356161927317e-002	1.061172e+001	9.958035e+000
3.590210915520654e-002	1.052391e+001	9.958000e+000
3.591920422707330e-002	1.033719e+001	9.957922e+000
3.595145076850916e-002	9.958930e+000	9.957766e+000
3.604910701850915e-002	8.752273e+000	9.957266e+000
3.609793514350915e-002	8.195717e+000	9.957036e+000
3.614676326850914e-002	7.733088e+000	9.956845e+000
3.619559139350914e-002	7.377397e+000	9.956697e+000
3.621428799408902e-002	7.280418e+000	9.956657e+000
3.623025476706794e-002	7.224739e+000	9.956635e+000
3.624528400775577e-002	7.190705e+000	9.956621e+000
3.626324671947428e-002	7.173691e+000	9.956614e+000
3.628656027234083e-002	7.191195e+000	9.956621e+000
3.632433027096575e-002	7.302725e+000	9.956667e+000
3.637315839596574e-002	7.567143e+000	9.956776e+000
3.642198652096574e-002	7.945369e+000	9.956932e+000
3.647081464596574e-002	8.405276e+000	9.957123e+000
3.651964277096573e-002	8.897789e+000	9.957327e+000
3.656847089596573e-002	9.370600e+000	9.957522e+000
3.661729902096573e-002	9.773047e+000	9.957689e+000
3.666612714596573e-002	1.007060e+001	9.957812e+000
3.670296889648735e-002	1.021254e+001	9.957871e+000
3.671979644167966e-002	1.024330e+001	9.957884e+000
3.673696493324872e-002	1.024543e+001	9.957885e+000
3.676014595383705e-002	1.021445e+001	9.957871e+000
3.678151652767744e-002	1.014767e+001	9.957844e+000
3.681618977894597e-002	9.959957e+000	9.957767e+000
3.686501790394597e-002	9.573233e+000	9.957606e+000
3.691384602894596e-002	9.065931e+000	9.957397e+000
3.696267415394596e-002	8.465462e+000	9.957148e+000
3.706033040394596e-002	7.181443e+000	9.956616e+000
3.710915852894595e-002	6.601311e+000	9.956376e+000
3.715798665394595e-002	6.119748e+000	9.956178e+000
3.719978899083962e-002	5.799103e+000	9.956045e+000
3.721741709851529e-002	5.699710e+000	9.956004e+000
3.723409671217339e-002	5.633204e+000	9.955976e+000
3.725210841368801e-002	5.583844e+000	9.955956e+000
3.726843313033035e-002	5.562242e+000	9.955947e+000
3.729498913186242e-002	5.576510e+000	9.955953e+000
3.733788168488967e-002	5.696991e+000	9.956002e+000
3.738670980988967e-002	5.955515e+000	9.956110e+000
3.743553793488966e-002	6.322208e+000	9.956261e+000
3.748436605988966e-002	6.757983e+000	9.956442e+000
3.753319418488966e-002	7.212396e+000	9.956630e+000
3.758202230988966e-002	7.633107e+000	9.956803e+000
3.763085043488965e-002	7.970778e+000	9.956944e+000
3.767967855988965e-002	8.200703e+000	9.957038e+000
3.770814219685408e-002	8.272366e+000	9.957067e+000
3.772368249466673e-002	8.281768e+000	9.957071e+000
3.774167478584074e-002	8.265639e+000	9.957065e+000
3.776190328702203e-002	8.218849e+000	9.957046e+000
3.778437537227543e-002	8.126565e+000	9.957007e+000
3.782080651605479e-002	7.894450e+000	9.956911e+000
3.786963464105479e-002	7.460685e+000	9.956732e+000
3.791846276605478e-002	6.908465e+000	9.956504e+000
3.796729089105478e-002	6.267818e+000	9.956239e+000
3.801611901605478e-002	5.587415e+000	9.955957e+000
3.806494714105477e-002	4.919501e+000	9.955681e+000
3.811377526605477e-002	4.315053e+000	9.955431e+000
3.816260339105477e-002	3.811272e+000	9.955223e+000
3.820160019531625e-002	3.494546e+000	9.955092e+000
3.821877141439131e-002	3.389579e+000	9.955049e+000
3.823572778082789e-002	3.314213e+000	9.955017e+000
3.825680820370744e-002	3.249178e+000	9.954990e+000
3.827608461975123e-002	3.220935e+000	9.954979e+000
3.830740079424344e-002	3.241915e+000	9.954988e+000
3.835622891924344e-002	3.393026e+000	9.955050e+000
3.840505704424344e-002	3.664747e+000	9.955162e+000
3.845388516924343e-002	4.034516e+000	9.955315e+000
3.855154141924343e-002	4.876033e+000	9.955663e+000
3.860036954424342e-002	5.244318e+000	9.955815e+000
3.864919766924342e-002	5.513379e+000	9.955927e+000
3.869802579424342e-002	5.671908e+000	9.955992e+000
