time	V(n015)	V(n017)
1.258291682147476e-002	8.008202e+000	-1.099195e-006
1.258559495446286e-002	8.041458e+000	-1.098687e-006
1.258761014708839e-002	8.066346e+000	-1.097829e-006
1.258902148663510e-002	8.083691e+000	-1.096552e-006
1.258982520983003e-002	8.093536e+000	-1.095051e-006
1.259042340343238e-002	8.100854e+000	-1.092819e-006
1.259088941884152e-002	8.106560e+000	-1.089346e-006
1.259138921774744e-002	8.112693e+000	-1.082875e-006
1.259173844083169e-002	8.116991e+000	-1.076094e-006
1.259275357643569e-002	8.129514e+000	-1.045524e-006
1.259376871203969e-002	8.141952e+000	-1.014364e-006
1.259478384764369e-002	8.154305e+000	-9.826165e-007
1.259579898324769e-002	8.166574e+000	-9.502803e-007
1.259681411885169e-002	8.178758e+000	-9.173555e-007
1.259782925445568e-002	8.190857e+000	-8.838423e-007
1.259884439005968e-002	8.202871e+000	-8.497406e-007
1.262292710294122e-002	8.475170e+000	-6.771473e-008
1.262472025014049e-002	8.494360e+000	5.769389e-002
1.262743173333378e-002	8.523005e+000	3.473970e-001
1.262832387793482e-002	8.532360e+000	5.299604e-001
1.262869641814703e-002	8.536239e+000	6.205090e-001
1.262909304984240e-002	8.540353e+000	7.131885e-001
1.262935882231750e-002	8.543103e+000	7.790731e-001
1.262967512114262e-002	8.546372e+000	8.616215e-001
1.263019231482461e-002	8.551709e+000	1.003456e+000
1.263106180126582e-002	8.560658e+000	1.252791e+000
1.263217901528135e-002	8.572102e+000	1.584301e+000
1.263391159035415e-002	8.589700e+000	2.110882e+000
1.263680725412381e-002	8.618675e+000	3.004770e+000
1.264198971066109e-002	8.669089e+000	4.621163e+000
1.265171410763545e-002	8.760418e+000	7.671461e+000
1.265701830035053e-002	8.808127e+000	9.152618e+000
1.266108155636853e-002	8.843089e+000	9.913633e+000
1.266176254732609e-002	8.848772e+000	9.957808e+000
1.267129642073197e-002	8.925435e+000	9.957341e+000
1.267755774871781e-002	8.972807e+000	9.957358e+000
1.268798716739841e-002	9.045221e+000	9.957389e+000
1.270316568793549e-002	9.135427e+000	9.957426e+000
1.272850017797479e-002	9.255424e+000	9.957476e+000
1.274483417241751e-002	9.310244e+000	9.957498e+000
1.276307938773174e-002	9.343265e+000	9.957512e+000
1.278628816234832e-002	9.344397e+000	9.957512e+000
1.282389164722313e-002	9.261396e+000	9.957478e+000
1.287271977222313e-002	9.030292e+000	9.957381e+000
1.292154789722313e-002	8.681552e+000	9.957237e+000
1.297037602222313e-002	8.246838e+000	9.957058e+000
1.301920414722313e-002	7.775157e+000	9.956862e+000
1.306803227222313e-002	7.318790e+000	9.956674e+000
1.311686039722313e-002	6.928416e+000	9.956512e+000
1.316568852222313e-002	6.639103e+000	9.956392e+000
1.320279913074586e-002	6.500098e+000	9.956335e+000
1.321966923022515e-002	6.470283e+000	9.956323e+000
1.323681127391914e-002	6.468627e+000	9.956323e+000
1.326008851405120e-002	6.499665e+000	9.956335e+000
1.328142307030527e-002	6.565416e+000	9.956363e+000
1.331603874475934e-002	6.749540e+000	9.956438e+000
1.336486686975934e-002	7.128551e+000	9.956594e+000
1.341369499475934e-002	7.624591e+000	9.956800e+000
1.346252311975934e-002	8.210048e+000	9.957043e+000
1.351135124475934e-002	8.836831e+000	9.957302e+000
1.356017936975934e-002	9.452808e+000	9.957557e+000
1.360900749475934e-002	1.000666e+001	9.957786e+000
1.365783561975934e-002	1.045813e+001	9.957973e+000
1.369972937007543e-002	1.074961e+001	9.958093e+000
1.371720729100632e-002	1.083352e+001	9.958128e+000
1.372671772497023e-002	1.086125e+001	9.958139e+000
1.373745495326378e-002	1.087932e+001	9.958146e+000
1.374517619267347e-002	1.088683e+001	9.958149e+000
1.375408278410210e-002	1.089153e+001	9.958152e+000
1.376260689741805e-002	1.089335e+001	9.958152e+000
1.377577922997370e-002	1.089183e+001	9.958152e+000
1.379118570844035e-002	1.088478e+001	9.958149e+000
1.379940235534891e-002	1.087760e+001	9.958146e+000
1.380594526443638e-002	1.086873e+001	9.958142e+000
1.381247374230522e-002	1.085659e+001	9.958137e+000
1.381831256426906e-002	1.084237e+001	9.958131e+000
1.382415060350764e-002	1.082433e+001	9.958123e+000
1.383053864160918e-002	1.080026e+001	9.958114e+000
1.383764170055682e-002	1.076880e+001	9.958100e+000
1.384520699761463e-002	1.073065e+001	9.958085e+000
1.385361109253585e-002	1.068338e+001	9.958065e+000
1.386340824525382e-002	1.062202e+001	9.958040e+000
1.387885031640758e-002	1.051222e+001	9.957994e+000
1.390620499865232e-002	1.028528e+001	9.957901e+000
1.395503312365232e-002	9.819221e+000	9.957708e+000
1.405268937365232e-002	8.803159e+000	9.957288e+000
1.410151749865232e-002	8.344608e+000	9.957098e+000
1.415034562365232e-002	7.983108e+000	9.956948e+000
1.419917374865232e-002	7.729908e+000	9.956843e+000
1.421695761317416e-002	7.675339e+000	9.956820e+000
1.423354426590607e-002	7.652928e+000	9.956812e+000
1.424925261557641e-002	7.650344e+000	9.956811e+000
1.426472220933340e-002	7.668102e+000	9.956818e+000
1.428895926001440e-002	7.737191e+000	9.956847e+000
1.432819434930157e-002	7.934681e+000	9.956928e+000
1.437702247430157e-002	8.300912e+000	9.957080e+000
1.442585059930157e-002	8.779183e+000	9.957277e+000
1.447467872430157e-002	9.335289e+000	9.957508e+000
1.452350684930157e-002	9.919703e+000	9.957749e+000
1.457233497430157e-002	1.049277e+001	9.957987e+000
1.459127385587009e-002	1.070090e+001	9.958073e+000
1.460337410487639e-002	1.082071e+001	9.958122e+000
1.460980757827706e-002	1.087247e+001	9.958144e+000
1.461384540459283e-002	1.089377e+001	9.958153e+000
1.461841780349610e-002	1.090771e+001	9.958158e+000
1.462291641854313e-002	1.091664e+001	9.958162e+000
1.462792204164180e-002	1.092373e+001	9.958165e+000
1.463480323347010e-002	1.093064e+001	9.958168e+000
1.464844187001457e-002	1.093995e+001	9.958172e+000
1.466520536248218e-002	1.094714e+001	9.958175e+000
1.469418309060250e-002	1.095437e+001	9.958178e+000
1.471357286226737e-002	1.095721e+001	9.958179e+000
1.472936541458265e-002	1.095839e+001	9.958179e+000
1.474502709152071e-002	1.095890e+001	9.958179e+000
1.476315115367799e-002	1.095880e+001	9.958179e+000
1.478640486715212e-002	1.095734e+001	9.958179e+000
1.482407977595376e-002	1.094970e+001	9.958176e+000
1.487290790095376e-002	1.092641e+001	9.958166e+000
1.488945122060309e-002	1.090657e+001	9.958158e+000
1.489862522220559e-002	1.088375e+001	9.958148e+000
1.490363174511822e-002	1.086307e+001	9.958139e+000
1.490735335842559e-002	1.084115e+001	9.958131e+000
1.491097888635279e-002	1.081433e+001	9.958119e+000
1.491434969366241e-002	1.078544e+001	9.958108e+000
1.491823081481239e-002	1.074891e+001	9.958093e+000
1.492250257307661e-002	1.070647e+001	9.958075e+000
1.492707320760891e-002	1.065952e+001	9.958055e+000
1.493332015860696e-002	1.059373e+001	9.958028e+000
1.494192785197740e-002	1.050058e+001	9.957990e+000
1.495914323871828e-002	1.030782e+001	9.957910e+000
1.503863338021670e-002	9.391420e+000	9.957531e+000
1.508746150521670e-002	8.866848e+000	9.957314e+000
1.513628963021670e-002	8.426522e+000	9.957131e+000
1.518511775521670e-002	8.091478e+000	9.956993e+000
1.521018775889570e-002	7.972401e+000	9.956944e+000
1.522522390966703e-002	7.928397e+000	9.956925e+000
1.524355100318285e-002	7.900213e+000	9.956914e+000
1.526260191864895e-002	7.897036e+000	9.956912e+000
1.528551166657856e-002	7.933503e+000	9.956927e+000
1.532263962452872e-002	8.074546e+000	9.956986e+000
1.537146774952872e-002	8.379936e+000	9.957112e+000
1.542029587452872e-002	8.799623e+000	9.957286e+000
1.546912399952873e-002	9.302365e+000	9.957495e+000
1.551795212452873e-002	9.839275e+000	9.957716e+000
1.556678024952873e-002	1.036279e+001	9.957932e+000
1.560453731696015e-002	1.073305e+001	9.958086e+000
1.561853912893745e-002	1.084715e+001	9.958134e+000
1.562599814668264e-002	1.088792e+001	9.958150e+000
1.563205146708212e-002	1.090572e+001	9.958158e+000
1.563808875887655e-002	1.091586e+001	9.958162e+000
1.564397707348611e-002	1.092271e+001	9.958165e+000
1.565198073354720e-002	1.092917e+001	9.958167e+000
1.566798805366937e-002	1.093779e+001	9.958171e+000
1.568654796973958e-002	1.094379e+001	9.958173e+000
1.571875983618294e-002	1.094920e+001	9.958176e+000
1.573580977458503e-002	1.095032e+001	9.958176e+000
1.575690943936159e-002	1.094983e+001	9.958176e+000
1.577624940458431e-002	1.094749e+001	9.958175e+000
1.580766772020733e-002	1.093749e+001	9.958171e+000
1.584028788882827e-002	1.091524e+001	9.958161e+000
1.585252170077438e-002	1.089709e+001	9.958154e+000
1.585944504407704e-002	1.087807e+001	9.958146e+000
1.586420638396599e-002	1.085815e+001	9.958138e+000
1.586807876414116e-002	1.083630e+001	9.958129e+000
1.587186152078111e-002	1.081001e+001	9.958117e+000
1.587569795719270e-002	1.077935e+001	9.958105e+000
1.587991430479879e-002	1.074250e+001	9.958090e+000
1.588442153092675e-002	1.070081e+001	9.958073e+000
1.588969348907570e-002	1.065006e+001	9.958052e+000
1.589656306765621e-002	1.058135e+001	9.958023e+000
1.590799988563844e-002	1.046137e+001	9.957973e+000
1.592774114958425e-002	1.024008e+001	9.957882e+000
1.596722367747587e-002	9.766444e+000	9.957686e+000
1.601605180247587e-002	9.158604e+000	9.957435e+000
1.606487992747587e-002	8.564978e+000	9.957189e+000
1.611370805247587e-002	8.033935e+000	9.956969e+000
1.616253617747587e-002	7.602717e+000	9.956791e+000
1.620157397716111e-002	7.343108e+000	9.956683e+000
1.621875179270096e-002	7.263184e+000	9.956651e+000
1.623570412059950e-002	7.212442e+000	9.956630e+000
1.625677899069267e-002	7.177852e+000	9.956615e+000
1.627603706837733e-002	7.177255e+000	9.956614e+000
1.630732376510954e-002	7.242690e+000	9.956642e+000
1.635615189010954e-002	7.462485e+000	9.956733e+000
1.640498001510955e-002	7.802054e+000	9.956873e+000
1.645380814010955e-002	8.238774e+000	9.957054e+000
1.655146439010955e-002	9.211414e+000	9.957457e+000
1.660029251510955e-002	9.643814e+000	9.957635e+000
1.664912064010955e-002	9.975998e+000	9.957773e+000
1.669794876510955e-002	1.019678e+001	9.957864e+000
1.671604361093340e-002	1.023935e+001	9.957882e+000
1.673243688887278e-002	1.024877e+001	9.957886e+000
1.674916060749625e-002	1.023769e+001	9.957881e+000
1.676468801091588e-002	1.020628e+001	9.957868e+000
1.678890366574973e-002	1.011461e+001	9.957829e+000
1.682810486398933e-002	9.878416e+000	9.957732e+000
1.687693298898933e-002	9.460352e+000	9.957560e+000
1.692576111398933e-002	8.926270e+000	9.957338e+000
1.697458923898933e-002	8.310132e+000	9.957083e+000
1.702341736398933e-002	7.661458e+000	9.956815e+000
1.707224548898933e-002	7.032621e+000	9.956555e+000
1.712107361398933e-002	6.473970e+000	9.956324e+000
1.716990173898933e-002	6.017679e+000	9.956136e+000
1.720442317976207e-002	5.770058e+000	9.956033e+000
1.722088702006703e-002	5.684064e+000	9.955997e+000
1.723828363770493e-002	5.621265e+000	9.955972e+000
1.726063859788978e-002	5.572293e+000	9.955951e+000
1.728231804934984e-002	5.562824e+000	9.955947e+000
1.731748481800271e-002	5.626064e+000	9.955974e+000
1.736631294300271e-002	5.833586e+000	9.956059e+000
1.741514106800271e-002	6.157910e+000	9.956193e+000
1.746396919300271e-002	6.570685e+000	9.956364e+000
1.751279731800272e-002	7.023680e+000	9.956552e+000
1.756162544300272e-002	7.464752e+000	9.956734e+000
1.761045356800272e-002	7.842722e+000	9.956890e+000
1.765928169300272e-002	8.118373e+000	9.957005e+000
1.770029922543210e-002	8.257799e+000	9.957062e+000
1.771779837655877e-002	8.281107e+000	9.957071e+000
1.773455549125155e-002	8.275314e+000	9.957069e+000
1.775292302841012e-002	8.245345e+000	9.957056e+000
1.776975951807837e-002	8.193023e+000	9.957035e+000
1.779714291939948e-002	8.054657e+000	9.956978e+000
1.784133243603303e-002	7.727614e+000	9.956842e+000
1.789016056103304e-002	7.242156e+000	9.956642e+000
1.793898868603304e-002	6.647259e+000	9.956396e+000
1.798781681103304e-002	5.983655e+000	9.956121e+000
1.803664493603304e-002	5.302098e+000	9.955839e+000
1.808547306103304e-002	4.654897e+000	9.955572e+000
1.813430118603304e-002	4.091053e+000	9.955338e+000
1.818312931103304e-002	3.633045e+000	9.955150e+000
1.820944152198828e-002	3.442429e+000	9.955070e+000
1.822466128580049e-002	3.360362e+000	9.955037e+000
1.824286567276101e-002	3.288187e+000	9.955007e+000
1.826234680168961e-002	3.237934e+000	9.954986e+000
1.828509674703436e-002	3.219487e+000	9.954978e+000
1.832197039112368e-002	3.271621e+000	9.955000e+000
1.837079851612368e-002	3.461391e+000	9.955078e+000
1.841962664112368e-002	3.766796e+000	9.955205e+000
1.846845476612368e-002	4.157062e+000	9.955366e+000
1.851728289112368e-002	4.583426e+000	9.955543e+000
1.856611101612368e-002	4.993654e+000	9.955712e+000
1.861493914112368e-002	5.336914e+000	9.955854e+000
1.866376726612368e-002	5.576982e+000	9.955954e+000
1.870205351834578e-002	5.679876e+000	9.955996e+000
1.871911076076108e-002	5.691121e+000	9.956000e+000
1.873613710363521e-002	5.673753e+000	9.955994e+000
1.875731356745569e-002	5.622865e+000	9.955972e+000
1.877690720033819e-002	5.543318e+000	9.955939e+000
1.880873307122689e-002	5.344917e+000	9.955857e+000
1.885756119622689e-002	4.920340e+000	9.955681e+000
1.890638932122689e-002	4.373757e+000	9.955456e+000
1.895521744622689e-002	3.728378e+000	9.955189e+000
1.900404557122689e-002	3.031297e+000	9.954440e+000
1.905287369622689e-002	2.321295e+000	9.952202e+000
1.905416860723743e-002	2.302700e+000	9.950898e+000
1.905675842925850e-002	2.266018e+000	9.943372e+000
1.905822574005227e-002	2.245308e+000	9.934076e+000
1.905912640701774e-002	2.232630e+000	9.922022e+000
1.905980303433408e-002	2.223111e+000	9.903991e+000
1.906032335436911e-002	2.215776e+000	9.874390e+000
1.906089883137765e-002	2.207622e+000	9.809220e+000
1.906144781201322e-002	2.199791e+000	9.707716e+000
1.906262261887160e-002	2.182961e+000	9.359413e+000
1.906379742572998e-002	2.166249e+000	9.005691e+000
1.906497223258837e-002	2.149657e+000	8.646550e+000
1.906614703944675e-002	2.133184e+000	8.281989e+000
1.906732184630513e-002	2.116829e+000	7.912009e+000
1.906849665316351e-002	2.100594e+000	7.536610e+000
1.906967146002189e-002	2.084477e+000	7.155791e+000
1.907625142125067e-002	1.994871e+000	5.091851e+000
1.908550594510445e-002	1.870624e+000	2.209146e+000
1.908767399951906e-002	1.841901e+000	1.547326e+000
1.908939483352736e-002	1.819327e+000	1.038907e+000
1.909000590388174e-002	1.811347e+000	8.673354e-001
1.909056231961683e-002	1.804102e+000	7.207682e-001
1.909082154845069e-002	1.800731e+000	6.571189e-001
1.909107983560476e-002	1.797371e+000	5.983983e-001
1.909136083123622e-002	1.793712e+000	5.355375e-001
1.909166968929086e-002	1.789687e+000	4.600647e-001
1.909185970362489e-002	1.787211e+000	4.070278e-001
1.909214227828237e-002	1.783531e+000	3.228622e-001
1.909244629315503e-002	1.779578e+000	2.350475e-001
1.909305432290037e-002	1.771690e+000	1.113494e-001
1.909427038239104e-002	1.755965e+000	1.882601e-002
1.909579645200145e-002	1.736321e+000	-2.335648e-007
1.910729564879708e-002	1.592567e+000	-4.094067e-007
1.912043758799209e-002	1.434706e+000	-8.355368e-007
1.912683157821835e-002	1.360661e+000	-1.019443e-006
1.913101421674182e-002	1.314145e+000	-1.097053e-006
1.913164502760919e-002	1.307301e+000	-1.100770e-006
1.913290664934391e-002	1.293702e+000	-1.100629e-006
1.914611256381108e-002	1.154070e+000	-1.100655e-006
1.915568850901074e-002	1.059049e+000	-1.100673e-006
1.916862604152919e-002	9.415495e-001	-1.100696e-006
1.919450110656610e-002	7.350208e-001	-1.100736e-006
1.921369124689333e-002	6.060655e-001	-1.100761e-006
1.922951266002246e-002	5.211507e-001	-1.100777e-006
1.924505993492825e-002	4.571496e-001	-1.100790e-006
1.926316337097023e-002	4.068533e-001	-1.100801e-006
1.928642473457935e-002	3.823138e-001	-1.100806e-006
1.932411180113297e-002	4.263977e-001	-1.100797e-006
1.937293992613298e-002	6.050425e-001	-1.100760e-006
1.942176805113298e-002	8.991342e-001	-1.100702e-006
1.947059617613298e-002	1.276782e+000	-1.100629e-006
1.951942430113298e-002	1.688958e+000	-1.100550e-006
1.956825242613298e-002	2.091239e+000	-1.100473e-006
1.959807039500360e-002	2.309582e+000	-1.100432e-006
1.962677472868794e-002	2.482335e+000	-1.100400e-006
1.965510152710984e-002	2.605175e+000	-1.100377e-006
1.969609804153064e-002	2.707328e+000	-1.100359e-006
1.971990951260904e-002	2.722493e+000	-1.100355e-006
1.973723627330775e-002	2.701114e+000	-1.100359e-006
1.976024736558983e-002	2.636506e+000	-1.100371e-006
1.978168152758568e-002	2.538337e+000	-1.100390e-006
1.981645641471247e-002	2.300334e+000	-1.100434e-006
1.986528453971247e-002	1.845167e+000	-1.100519e-006
1.991411266471247e-002	1.271202e+000	-1.100629e-006
1.996294078971247e-002	6.061251e-001	-1.100760e-006
2.001176891471247e-002	-1.019462e-001	-1.100903e-006
2.006059703971247e-002	-8.008657e-001	-1.101048e-006
2.010942516471247e-002	-1.439304e+000	-1.101183e-006
2.015825328971247e-002	-1.980564e+000	-1.101300e-006
2.019559291484337e-002	-2.310981e+000	-1.101372e-006
2.021819033282628e-002	-2.464294e+000	-1.101407e-006
2.023510290333435e-002	-2.550301e+000	-1.101426e-006
2.025389491796434e-002	-2.619746e+000	-1.101442e-006
2.027134192282687e-002	-2.657965e+000	-1.101451e-006
2.029971129722125e-002	-2.663679e+000	-1.101452e-006
2.034544042682270e-002	-2.564661e+000	-1.101429e-006
2.039426855182270e-002	-2.341919e+000	-1.101379e-006
2.043128709643794e-002	-2.097901e+000	-1.101326e-006
2.046735890469591e-002	-1.811109e+000	-1.101263e-006
2.051618702969591e-002	-1.396482e+000	-1.101174e-006
2.056501515469592e-002	-9.987592e-001	-1.101089e-006
2.061384327969592e-002	-6.655045e-001	-1.101019e-006
2.066267140469592e-002	-4.337513e-001	-1.100970e-006
2.070162672119696e-002	-3.348784e-001	-1.100949e-006
2.071879126689361e-002	-3.259445e-001	-1.100948e-006
2.073575172022665e-002	-3.455168e-001	-1.100952e-006
2.075683776126520e-002	-3.986429e-001	-1.100963e-006
2.077613273180705e-002	-4.786483e-001	-1.100980e-006
2.080747873015144e-002	-6.758217e-001	-1.101021e-006
2.085630685515144e-002	-1.101828e+000	-1.101111e-006
2.090513498015144e-002	-1.648925e+000	-1.101228e-006
2.095396310515144e-002	-2.294491e+000	-1.101370e-006
2.105161935515144e-002	-3.688472e+000	-1.101687e-006
2.110044748015144e-002	-4.333257e+000	-1.101839e-006
2.114927560515144e-002	-4.878923e+000	-1.101971e-006
2.119810373015144e-002	-5.314137e+000	-1.102078e-006
2.121615917178758e-002	-5.436176e+000	-1.102108e-006
2.123258046529459e-002	-5.518122e+000	-1.102128e-006
2.124941563021248e-002	-5.581457e+000	-1.102144e-006
2.126478279975377e-002	-5.618486e+000	-1.102154e-006
2.128905775708756e-002	-5.634391e+000	-1.102158e-006
2.132835288431598e-002	-5.572728e+000	-1.102142e-006
2.137718100931598e-002	-5.373023e+000	-1.102092e-006
2.142600913431599e-002	-5.058299e+000	-1.102015e-006
2.147483725931599e-002	-4.662652e+000	-1.101919e-006
2.152366538431599e-002	-4.235576e+000	-1.101816e-006
2.157249350931599e-002	-3.829404e+000	-1.101720e-006
2.162132163431599e-002	-3.494418e+000	-1.101641e-006
2.167014975931599e-002	-3.262522e+000	-1.101587e-006
2.170451833886787e-002	-3.174285e+000	-1.101567e-006
2.172095843204433e-002	-3.164228e+000	-1.101565e-006
2.173837007328550e-002	-3.181705e+000	-1.101569e-006
2.176067087040423e-002	-3.235826e+000	-1.101581e-006
2.178237055386120e-002	-3.326669e+000	-1.101602e-006
2.181756963317019e-002	-3.552924e+000	-1.101655e-006
2.186639775817019e-002	-3.986875e+000	-1.101757e-006
2.191522588317019e-002	-4.537976e+000	-1.101889e-006
2.196405400817019e-002	-5.177803e+000	-1.102045e-006
2.201288213317019e-002	-5.858060e+000	-1.102215e-006
2.206171025817019e-002	-6.526556e+000	-1.102385e-006
2.211053838317019e-002	-7.132067e+000	-1.102542e-006
2.215936650817019e-002	-7.652506e+000	-1.102678e-006
2.217803990431957e-002	-7.821176e+000	-1.102718e-006
2.218830341227888e-002	-7.897371e+000	-1.102743e-006
2.219582516239150e-002	-7.948608e+000	-1.102757e-006
2.220201811782127e-002	-7.988072e+000	-1.102768e-006
2.220632756099066e-002	-8.013919e+000	-1.102774e-006
2.220980102582181e-002	-8.033845e+000	-1.102780e-006
2.221140951231255e-002	-8.042652e+000	-1.102782e-006
2.221220540510534e-002	-8.046956e+000	-1.102783e-006
2.221273556180704e-002	-8.049795e+000	-1.102784e-006
2.221318557837551e-002	-8.052186e+000	-1.102785e-006
2.221360680493784e-002	-8.054412e+000	-1.102785e-006
2.221404755555040e-002	-8.056726e+000	-1.102786e-006
2.221454224347521e-002	-8.059307e+000	-1.102787e-006
2.221485686611496e-002	-8.060940e+000	-1.102787e-006
2.221600146274896e-002	-8.066825e+000	-1.102789e-006
2.221714605938295e-002	-8.072594e+000	-1.102790e-006
2.221829065601695e-002	-8.078248e+000	-1.102792e-006
2.221943525265094e-002	-8.083785e+000	-1.102793e-006
2.222057984928494e-002	-8.089206e+000	-1.102795e-006
2.222172444591894e-002	-8.094512e+000	-1.102796e-006
2.222286904255294e-002	-8.099701e+000	-1.102797e-006
2.223632918396495e-002	-8.153629e+000	-1.102812e-006
2.224784619656589e-002	-8.190876e+000	-1.102822e-006
2.225124707566203e-002	-8.200423e+000	-1.102824e-006
2.225207675243029e-002	-8.202497e+000	-1.102825e-006
2.225280387028449e-002	-8.204237e+000	-1.102825e-006
2.225348211607172e-002	-8.205825e+000	-1.102826e-006
2.225409775167852e-002	-8.207229e+000	-1.102826e-006
2.225532902289210e-002	-8.209935e+000	-1.102827e-006
2.225716863873012e-002	-8.213741e+000	-1.102828e-006
2.226036756166745e-002	-8.219656e+000	-1.102830e-006
2.226586838844750e-002	-8.227648e+000	-1.102832e-006
2.227658062129017e-002	-8.238323e+000	-1.102835e-006
2.228167523347208e-002	-8.241159e+000	-1.102835e-006
2.228407703779071e-002	-8.241615e+000	-1.102835e-006
2.228571090867676e-002	-8.241608e+000	-1.102835e-006
2.229429209031637e-002	-8.238154e+000	-1.102834e-006
2.230287327195597e-002	-8.228797e+000	-1.102832e-006
2.231145445359558e-002	-8.213535e+000	-1.102828e-006
2.232003563523519e-002	-8.192368e+000	-1.102822e-006
2.232861681687480e-002	-8.165297e+000	-1.102815e-006
2.233719799851441e-002	-8.132322e+000	-1.102806e-006
2.234577918015402e-002	-8.093442e+000	-1.102796e-006
2.238917846531501e-002	-7.845999e+000	-1.102730e-006
2.243800659031501e-002	-7.477097e+000	-1.102632e-006
2.248683471531501e-002	-7.041857e+000	-1.102517e-006
2.253566284031501e-002	-6.587391e+000	-1.102399e-006
2.258449096531501e-002	-6.165988e+000	-1.102291e-006
2.263331909031501e-002	-5.826701e+000	-1.102205e-006
2.268214721531501e-002	-5.592721e+000	-1.102147e-006
2.270907231504062e-002	-5.521132e+000	-1.102129e-006
2.272438305107216e-002	-5.508820e+000	-1.102126e-006
2.274252696754605e-002	-5.520309e+000	-1.102128e-006
2.276222068715075e-002	-5.560029e+000	-1.102138e-006
2.278489162829189e-002	-5.645705e+000	-1.102160e-006
2.282163949530185e-002	-5.866087e+000	-1.102215e-006
2.287046762030185e-002	-6.279104e+000	-1.102320e-006
2.291929574530185e-002	-6.807247e+000	-1.102457e-006
2.296812387030185e-002	-7.419825e+000	-1.102617e-006
2.301695199530185e-002	-8.068047e+000	-1.102789e-006
2.306578012030185e-002	-8.699625e+000	-1.102960e-006
2.311460824530185e-002	-9.263646e+000	-1.103114e-006
2.316343637030185e-002	-9.723675e+000	-1.103240e-006
2.320192476456641e-002	-9.999859e+000	-1.103316e-006
2.321901436371960e-002	-1.008757e+001	-1.103341e-006
2.323602080326973e-002	-1.014606e+001	-1.103357e-006
2.325716998339442e-002	-1.018943e+001	-1.103369e-006
2.327667349312865e-002	-1.019700e+001	-1.103371e-006
2.330835459691179e-002	-1.014009e+001	-1.103355e-006
2.335718272191180e-002	-9.931399e+000	-1.103297e-006
2.340601084691180e-002	-9.599530e+000	-1.103206e-006
2.345483897191180e-002	-9.167344e+000	-1.103087e-006
2.355249522191180e-002	-8.194748e+000	-1.102823e-006
2.360132334691180e-002	-7.757841e+000	-1.102706e-006
2.365015147191180e-002	-7.417956e+000	-1.102616e-006
2.369897959691180e-002	-7.186417e+000	-1.102555e-006
2.371681267317768e-002	-7.139620e+000	-1.102543e-006
2.373337010233716e-002	-7.124564e+000	-1.102539e-006
2.374888411665329e-002	-7.128893e+000	-1.102540e-006
2.376458524109376e-002	-7.153873e+000	-1.102546e-006
2.378873659661212e-002	-7.233370e+000	-1.102567e-006
2.382783592939555e-002	-7.447540e+000	-1.102624e-006
2.387666405439555e-002	-7.835498e+000	-1.102727e-006
2.392549217939555e-002	-8.335730e+000	-1.102861e-006
2.397432030439555e-002	-8.914217e+000	-1.103018e-006
2.402314842939556e-002	-9.521473e+000	-1.103185e-006
2.407197655439556e-002	-1.010512e+001	-1.103346e-006
2.412080467939556e-002	-1.063295e+001	-1.103492e-006
2.413945797367943e-002	-1.080338e+001	-1.103540e-006
2.414738623997341e-002	-1.085451e+001	-1.103554e-006
2.415383609976026e-002	-1.087772e+001	-1.103561e-006
2.416018826572336e-002	-1.089004e+001	-1.103564e-006
2.416602052689234e-002	-1.089733e+001	-1.103566e-006
2.417482688853681e-002	-1.090467e+001	-1.103568e-006
2.419243961182576e-002	-1.091405e+001	-1.103571e-006
2.421251258033061e-002	-1.092064e+001	-1.103572e-006
2.422804629077654e-002	-1.092355e+001	-1.103573e-006
2.424473301544839e-002	-1.092510e+001	-1.103574e-006
2.426304175542402e-002	-1.092541e+001	-1.103574e-006
2.428622696453468e-002	-1.092342e+001	-1.103573e-006
2.432379299117972e-002	-1.090875e+001	-1.103569e-006
2.437262111617972e-002	-1.085553e+001	-1.103554e-006
2.438560038568024e-002	-1.081595e+001	-1.103543e-006
2.439042410038885e-002	-1.078771e+001	-1.103535e-006
2.439530746057145e-002	-1.075043e+001	-1.103525e-006
2.440071086406272e-002	-1.070504e+001	-1.103512e-006
2.440557671447030e-002	-1.066191e+001	-1.103500e-006
2.441036187537075e-002	-1.061797e+001	-1.103488e-006
2.441729173259601e-002	-1.055233e+001	-1.103470e-006
2.442728698791620e-002	-1.045381e+001	-1.103442e-006
2.444727749855658e-002	-1.024639e+001	-1.103385e-006
2.448026052152119e-002	-9.887023e+000	-1.103285e-006
2.452908864652119e-002	-9.346404e+000	-1.103136e-006
2.457791677152119e-002	-8.834354e+000	-1.102996e-006
2.462674489652119e-002	-8.397560e+000	-1.102878e-006
2.467557302152119e-002	-8.064163e+000	-1.102788e-006
2.470658799462946e-002	-7.919038e+000	-1.102749e-006
2.472251312794918e-002	-7.874789e+000	-1.102737e-006
2.474025438619031e-002	-7.852596e+000	-1.102731e-006
2.476137391003212e-002	-7.855716e+000	-1.102732e-006
2.478351426702652e-002	-7.897781e+000	-1.102743e-006
2.481941662237331e-002	-8.045695e+000	-1.102783e-006
2.486824474737331e-002	-8.366363e+000	-1.102869e-006
2.491707287237331e-002	-8.802535e+000	-1.102988e-006
2.496590099737331e-002	-9.324724e+000	-1.103130e-006
2.501472912237331e-002	-9.884434e+000	-1.103285e-006
2.506355724737331e-002	-1.044093e+001	-1.103439e-006
