0.000000000000000e+000	2.267234e-002	-1.100876e-006
3.806344606211401e-007	2.259067e-002	-1.100876e-006
7.612689212422802e-007	2.240872e-002	-1.100877e-006
1.141903381863420e-006	2.212651e-002	-1.100877e-006
1.522537842484560e-006	2.174403e-002	-1.100877e-006
1.903172303105701e-006	2.126128e-002	-1.100877e-006
2.283806763726840e-006	2.067826e-002	-1.100877e-006
2.664441224347980e-006	1.999497e-002	-1.100877e-006
3.896032635584828e-006	1.761072e-002	-1.100877e-006
5.575466508703116e-006	1.366074e-002	-1.100878e-006
7.285128532202357e-006	9.139730e-003	-1.100879e-006
9.618078903792701e-006	2.505893e-003	-1.100881e-006
1.190340945321542e-005	-4.256667e-003	-1.100882e-006
1.512095982837133e-005	-1.399251e-002	-1.100884e-006
2.625433609496552e-004	-7.728312e-001	-1.101041e-006
3.546055428279584e-004	-1.054891e+000	-1.101100e-006
4.466677247062616e-004	-1.335436e+000	-1.101160e-006
5.387299065845647e-004	-1.614468e+000	-1.101220e-006
6.307920884628679e-004	-1.891985e+000	-1.101280e-006
7.228542703411711e-004	-2.167988e+000	-1.101341e-006
8.149164522194744e-004	-2.442478e+000	-1.101401e-006
9.069786340977773e-004	-2.715453e+000	-1.101463e-006
9.558067590977774e-004	-2.859062e+000	-1.101495e-006
1.053463009097777e-003	-3.144212e+000	-1.101560e-006
1.102291134097777e-003	-3.285685e+000	-1.101593e-006
1.151119259097777e-003	-3.426380e+000	-1.101625e-006
1.234239071835076e-003	-3.664189e+000	-1.101680e-006
1.359938782577928e-003	-4.020053e+000	-1.101764e-006
1.485638493320781e-003	-4.368272e+000	-1.101847e-006
1.611338204063634e-003	-4.708844e+000	-1.101929e-006
1.737037914806487e-003	-5.041771e+000	-1.102010e-006
1.862737625549339e-003	-5.367053e+000	-1.102090e-006
1.988437336292192e-003	-5.684688e+000	-1.102170e-006
2.114137047035045e-003	-5.994678e+000	-1.102248e-006
2.169707145674913e-003	-6.128419e+000	-1.102282e-006
2.225277244314782e-003	-6.260155e+000	-1.102315e-006
2.280847342954651e-003	-6.389887e+000	-1.102348e-006
2.336417441594519e-003	-6.517614e+000	-1.102381e-006
2.391987540234388e-003	-6.643337e+000	-1.102414e-006
2.447557638874257e-003	-6.767055e+000	-1.102446e-006
2.503127737514125e-003	-6.888770e+000	-1.102477e-006
2.551955862514125e-003	-6.993977e+000	-1.102505e-006
2.600783987514125e-003	-7.097533e+000	-1.102532e-006
2.698440237514125e-003	-7.299868e+000	-1.102585e-006
2.744692015127346e-003	-7.393152e+000	-1.102609e-006
2.790943792740567e-003	-7.484843e+000	-1.102634e-006
2.837195570353788e-003	-7.574942e+000	-1.102658e-006
2.883447347967009e-003	-7.663448e+000	-1.102681e-006
2.929699125580231e-003	-7.750361e+000	-1.102704e-006
2.975950903193452e-003	-7.835681e+000	-1.102727e-006
3.022202680806673e-003	-7.919409e+000	-1.102749e-006
3.052217298724168e-003	-7.973036e+000	-1.102763e-006
3.058813377036686e-003	-7.984659e+000	-1.102767e-006
3.072005533661724e-003	-8.007814e+000	-1.102773e-006
3.084519896356674e-003	-8.029693e+000	-1.102779e-006
3.091164860315509e-003	-8.041244e+000	-1.102782e-006
3.091706095528161e-003	-8.042183e+000	-1.102782e-006
3.092247330740812e-003	-8.043122e+000	-1.102782e-006
3.092788565953464e-003	-8.044061e+000	-1.102783e-006
3.093329801166116e-003	-8.045000e+000	-1.102783e-006
3.093871036378767e-003	-8.045939e+000	-1.102783e-006
